lead_number,do_not_email,do_not_call,converted,total_visits,total_time_spent_on_website,page_views_per_visit,search,magazine,newspaper_article,update_me_on_upcoming_bike_rallies,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_accessories,update_me_on_discounts,get_updates_on_dm_content,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque
640191,No,No,1,3.0,1441,3.0,No,No,No,No,No,No,No,No,No,No,16.0,19.0,No
640187,No,No,1,2.0,1017,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
640177,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
640156,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
640149,No,No,1,5.0,314,5.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
640135,No,No,1,4.0,1046,4.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
640133,No,No,0,3.0,89,1.5,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
640127,No,No,1,1.0,1320,1.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
640120,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
640115,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
640112,No,No,0,2.0,340,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
640108,No,No,1,2.0,1349,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
640107,No,No,0,4.0,1522,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
640096,No,No,1,3.0,92,1.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
640081,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
640073,No,No,1,5.0,1484,5.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
640071,No,No,1,5.0,1030,5.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
640067,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
640057,No,No,1,10.0,147,2.5,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
640041,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
640040,No,No,1,3.0,1298,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
640035,No,No,1,9.0,128,4.5,No,No,No,No,No,No,No,No,No,No,13.0,20.0,No
640032,No,No,0,4.0,1614,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
640027,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
640025,No,No,0,5.0,271,1.25,No,No,No,No,No,No,No,No,No,No,13.0,11.0,No
640024,No,No,0,3.0,93,1.5,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
640021,No,No,0,2.0,344,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
640009,No,No,0,5.0,301,5.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
640007,No,No,0,1.0,200,1.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
640002,No,No,0,4.0,234,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639981,No,No,0,4.0,1065,2.0,No,No,No,No,No,No,No,No,No,No,12.0,13.0,No
639977,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639967,No,No,1,2.0,1554,2.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
639937,No,No,0,2.0,371,2.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
639895,Yes,No,0,5.0,1313,1.67,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
639881,Yes,No,0,5.0,1287,2.5,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639874,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639869,No,No,0,3.0,413,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
639868,No,No,1,13.0,20,2.6,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
639866,No,No,1,9.0,382,4.5,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
639863,No,No,0,4.0,166,4.0,No,No,No,No,No,No,No,No,No,No,10.0,18.0,No
639859,No,No,1,3.0,312,1.5,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639858,Yes,No,0,3.0,1629,3.0,No,No,No,No,No,No,No,No,No,No,11.0,16.0,No
639852,No,No,0,4.0,349,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639824,No,No,1,13.0,998,2.17,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639815,No,No,0,2.0,144,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
639774,No,No,0,4.0,213,4.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
639772,No,No,0,7.0,151,1.4,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639754,No,No,0,3.0,1157,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
639722,No,No,1,3.0,1087,1.5,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
639710,No,No,1,3.0,992,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639709,No,No,0,1.0,176,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639704,No,No,0,4.0,329,4.0,No,No,No,No,No,No,No,No,No,No,13.0,19.0,No
639685,No,No,0,2.0,1269,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
639636,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
639624,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
639620,No,No,1,8.0,1391,2.67,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
639615,No,No,0,5.0,415,5.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
639603,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
639602,No,No,1,,1129,,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639600,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
639594,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
639589,No,No,0,2.0,158,1.0,No,No,No,No,No,No,No,No,No,No,11.0,14.0,No
639585,No,No,0,4.0,82,4.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
639583,No,No,1,7.0,1242,3.5,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639580,No,No,0,4.0,1236,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639577,No,No,1,2.0,1696,2.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
639575,No,No,0,2.0,267,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639571,No,No,1,4.0,344,4.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
639564,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639547,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639541,No,No,0,16.0,1278,4.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
639530,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639528,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639518,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639509,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639507,No,No,1,2.0,915,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639506,No,No,0,2.0,240,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639504,No,No,1,2.0,1196,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639471,No,No,1,3.0,25,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
639464,No,No,0,4.0,229,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
639460,No,No,0,6.0,422,6.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
639459,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639458,No,No,1,7.0,998,1.75,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639455,No,No,1,3.0,1557,3.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
639449,No,No,1,7.0,1380,7.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
639444,No,No,1,3.0,318,3.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639435,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639434,No,No,0,2.0,884,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639428,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639415,No,No,1,5.0,1656,5.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
639414,No,No,0,8.0,94,8.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
639408,No,No,1,7.0,940,7.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
639391,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639387,No,No,1,2.0,1558,2.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
639385,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639384,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639377,No,No,1,4.0,1052,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
639376,No,No,1,3.0,1030,3.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
639373,No,No,1,9.0,127,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
639359,No,No,0,7.0,522,7.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
639358,No,No,0,10.0,1159,2.5,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
639343,No,No,0,6.0,1243,6.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
639342,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639333,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
639330,No,No,0,3.0,1349,1.5,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
639324,No,No,0,2.0,151,2.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
639321,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
639320,No,No,1,2.0,1025,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
639314,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639312,No,No,1,16.0,1804,2.67,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
639311,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639304,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639302,No,No,1,5.0,1388,1.67,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
639299,No,No,0,2.0,1260,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
639298,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
639297,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639296,No,No,1,4.0,1425,4.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639293,No,No,0,6.0,34,3.0,No,No,No,No,No,No,No,No,No,No,13.0,13.0,No
639288,No,No,1,,1413,,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639282,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
639253,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
639249,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639246,No,No,1,,1261,,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639245,No,No,1,3.0,684,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639242,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639224,No,No,0,4.0,66,1.33,No,No,No,No,No,No,No,No,No,No,13.0,13.0,No
639215,No,No,1,2.0,1113,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639214,No,No,1,5.0,651,2.5,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
639211,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
639205,No,No,0,2.0,433,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
639204,No,No,0,2.0,910,1.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
639201,No,No,0,5.0,8,2.5,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
639195,No,No,0,4.0,310,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639181,Yes,No,1,,1606,,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
639176,No,No,0,9.0,280,3.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
639157,No,No,1,7.0,1141,1.75,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639151,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639150,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639147,No,No,1,4.0,95,4.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
639137,No,No,0,4.0,10,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
639134,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
639133,No,No,1,3.0,1376,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639121,No,No,1,23.0,1677,2.09,No,No,No,No,No,No,No,No,No,No,17.0,14.0,No
639120,No,No,1,5.0,908,1.67,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639109,No,No,0,3.0,89,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
639104,No,No,1,5.0,934,2.5,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
639099,No,No,1,2.0,961,2.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
639086,No,No,1,2.0,1328,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639079,Yes,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639056,No,No,1,5.0,1728,5.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639055,No,No,1,3.0,1713,3.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639054,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
639044,No,No,0,2.0,393,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639022,No,No,0,2.0,108,2.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
639020,No,No,1,4.0,1279,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
639019,No,No,0,4.0,99,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
639017,No,No,0,2.0,1161,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
639014,No,No,0,10.0,887,1.43,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638999,No,No,0,9.0,41,2.25,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638993,No,No,1,5.0,1421,5.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
638954,No,No,1,12.0,830,2.4,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
638937,No,No,0,5.0,1027,5.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
638934,No,No,0,5.0,1757,2.5,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638922,No,No,0,8.0,137,4.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
638889,No,No,0,3.0,1873,1.5,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638885,No,No,0,2.0,281,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
638862,No,No,0,5.0,94,5.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
638858,No,No,0,5.0,118,5.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
638855,No,No,0,3.0,182,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
638851,No,No,0,8.0,262,8.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638848,No,No,1,4.0,45,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
638770,No,No,0,1.0,257,1.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
638764,No,No,1,5.0,3,2.5,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
638761,No,No,0,3.0,264,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638696,No,No,0,4.0,768,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638694,No,No,0,2.0,133,2.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
638686,No,No,1,3.0,354,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
638674,No,No,0,5.0,740,2.5,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
638668,Yes,No,0,55.0,297,55.0,No,No,No,No,No,No,No,No,No,No,17.0,13.0,No
638626,No,No,1,4.0,40,2.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
638616,No,No,0,3.0,406,1.5,No,No,No,No,No,No,No,No,No,No,9.0,11.0,No
638583,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
638579,No,No,0,4.0,1222,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
638526,No,No,1,7.0,70,7.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
638518,No,No,1,4.0,1494,4.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
638505,No,No,1,3.0,739,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
638503,No,No,1,3.0,802,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
638488,No,No,1,2.0,835,2.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
638481,No,No,0,5.0,129,2.5,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
638468,No,No,0,5.0,129,2.5,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
638453,No,No,0,4.0,266,4.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
638451,No,No,0,3.0,260,3.0,No,No,No,No,No,No,No,No,No,No,10.0,18.0,No
638430,No,No,0,2.0,200,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
638425,No,No,0,3.0,349,3.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
638412,No,No,0,2.0,774,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638399,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
638390,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
638377,No,No,0,3.0,1359,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
638374,No,No,1,3.0,209,3.0,No,No,No,No,No,No,No,No,No,No,12.0,20.0,No
638356,No,No,0,6.0,648,6.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
638355,No,No,0,2.0,1099,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
638325,No,No,0,3.0,143,3.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
638321,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
638316,Yes,No,0,7.0,720,3.5,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
638307,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
638288,No,No,0,5.0,1204,5.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
638283,No,No,0,3.0,291,3.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
638274,No,No,0,18.0,1428,6.0,No,No,No,No,No,No,No,No,No,No,18.0,15.0,No
638220,No,No,0,2.0,447,2.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
638198,No,No,0,3.0,355,3.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
638197,No,No,0,3.0,313,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
638184,No,No,1,6.0,1134,6.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
638180,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
638158,No,No,0,3.0,2,3.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
638149,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
638121,No,No,1,8.0,568,4.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
638078,No,No,0,2.0,317,2.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
638076,No,No,0,10.0,1082,3.33,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
638072,No,No,0,5.0,36,5.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
638046,No,No,1,11.0,1027,5.5,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
638028,Yes,No,0,3.0,1129,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
638023,No,No,0,4.0,1410,4.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
638022,No,No,0,2.0,130,2.0,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
638014,No,No,1,7.0,751,7.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637996,No,No,0,4.0,332,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637995,No,No,0,10.0,349,10.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
637986,No,No,1,5.0,169,5.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
637980,No,No,1,4.0,1514,4.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
637978,No,No,0,3.0,1993,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
637962,No,No,1,5.0,33,2.5,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
637957,No,No,0,4.0,636,4.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
637954,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
637953,No,No,1,14.0,1336,2.8,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637936,No,No,1,4.0,985,2.0,No,No,No,No,No,No,No,No,No,No,13.0,13.0,No
637929,No,No,1,2.0,1556,1.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
637927,No,No,1,1.0,1196,1.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
637914,No,No,0,5.0,219,2.5,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
637909,No,No,1,4.0,701,4.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
637907,No,No,0,3.0,101,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
637904,No,No,0,1.0,249,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
637903,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
637899,No,No,0,4.0,177,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637880,No,No,0,3.0,114,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
637878,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
637866,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
637858,No,No,0,4.0,346,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637856,No,No,0,5.0,1278,2.5,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637854,No,No,1,5.0,1204,5.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
637847,No,No,0,7.0,136,7.0,No,No,No,No,No,No,No,No,No,No,13.0,14.0,No
637844,No,No,0,1.0,102,1.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
637842,No,No,0,5.0,228,5.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
637839,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
637838,No,No,1,4.0,99,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
637835,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
637829,No,No,1,3.0,1039,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
637819,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
637818,No,No,1,2.0,872,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637794,No,No,1,4.0,300,4.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
637789,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
637771,No,No,1,2.0,1567,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
637766,No,No,1,2.0,1677,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637759,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
637736,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
637705,No,No,0,3.0,52,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
637702,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
637687,No,No,0,2.0,559,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
637677,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
637675,No,No,0,4.0,439,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
637666,No,No,0,3.0,382,3.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
637662,No,No,1,5.0,1008,5.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
637661,No,No,0,4.0,53,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
637650,No,No,1,2.0,1059,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
637647,No,No,0,2.0,606,2.0,No,No,No,No,No,No,No,No,No,No,10.0,20.0,No
637640,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
637638,No,No,1,11.0,823,3.67,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
637625,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
637611,No,No,0,2.0,177,2.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
637608,No,No,1,21.0,1198,5.25,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
637590,No,No,1,4.0,1559,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
